RespId,educ,race,gender,income_cat,voter_category
471482,High school or less,Black,Female,Less than $40k,sporadic
471483,College,White,Female,$125k or more,sporadic
471485,College,White,Male,$125k or more,sporadic
471486,High school or less,White,Female,$40-75k,always
471489,College,Other/Mixed,Male,$125k or more,sporadic
471491,High school or less,Hispanic,Male,$75-125k,sporadic
471494,High school or less,White,Female,$40-75k,sporadic
471495,College,White,Male,$75-125k,sporadic
471497,High school or less,White,Female,$125k or more,always
471498,High school or less,White,Female,$40-75k,sporadic
471499,College,White,Male,$125k or more,rarely/never
471500,College,White,Female,$75-125k,sporadic
471501,College,White,Female,Less than $40k,rarely/never
471502,Some college,Black,Female,$75-125k,sporadic
471503,High school or less,White,Female,$125k or more,rarely/never
471504,High school or less,Hispanic,Male,Less than $40k,sporadic
471505,College,White,Male,$125k or more,sporadic
471508,College,White,Female,$75-125k,sporadic
471509,College,Black,Female,$125k or more,always
471510,High school or less,White,Female,Less than $40k,sporadic
481608,College,White,Female,$75-125k,rarely/never
471511,High school or less,White,Female,$40-75k,always
471512,Some college,White,Male,Less than $40k,sporadic
471514,College,White,Female,$125k or more,always
471516,College,White,Male,$125k or more,sporadic
471517,High school or less,White,Female,Less than $40k,rarely/never
471519,Some college,White,Female,Less than $40k,always
471521,High school or less,Hispanic,Male,Less than $40k,sporadic
471523,High school or less,White,Female,Less than $40k,rarely/never
471524,High school or less,Hispanic,Male,$75-125k,sporadic
471525,High school or less,Hispanic,Male,Less than $40k,sporadic
471526,High school or less,White,Female,$40-75k,always
471527,College,Hispanic,Male,$75-125k,sporadic
471528,Some college,White,Female,Less than $40k,sporadic
471530,College,White,Female,$125k or more,rarely/never
471531,High school or less,White,Female,$125k or more,rarely/never
471537,High school or less,Black,Male,Less than $40k,always
471538,College,White,Female,$75-125k,always
471540,Some college,White,Male,Less than $40k,sporadic
471542,College,White,Female,$75-125k,always
471544,College,Black,Male,$75-125k,sporadic
471545,High school or less,White,Female,$40-75k,rarely/never
471547,Some college,Hispanic,Female,$125k or more,sporadic
471548,High school or less,White,Male,$125k or more,always
471549,College,White,Female,$125k or more,rarely/never
471551,High school or less,Hispanic,Female,$125k or more,rarely/never
471552,College,White,Male,$125k or more,sporadic
471553,College,Black,Male,$125k or more,sporadic
471554,High school or less,Black,Female,$40-75k,sporadic
471555,High school or less,White,Female,$75-125k,sporadic
471557,High school or less,Black,Male,Less than $40k,rarely/never
481661,Some college,White,Male,$125k or more,sporadic
471559,College,White,Male,$125k or more,sporadic
471562,College,Black,Female,$40-75k,always
471565,College,Hispanic,Male,$75-125k,sporadic
471567,High school or less,White,Female,Less than $40k,rarely/never
481672,High school or less,Hispanic,Female,$75-125k,always
471568,College,White,Female,$125k or more,sporadic
471569,Some college,Black,Male,$75-125k,sporadic
471571,High school or less,White,Female,Less than $40k,rarely/never
481680,Some college,Hispanic,Male,$40-75k,rarely/never
471576,College,White,Male,$125k or more,sporadic
471577,High school or less,White,Female,$40-75k,rarely/never
471578,College,White,Male,$75-125k,sporadic
471579,College,White,Male,$125k or more,sporadic
481688,High school or less,Hispanic,Male,$75-125k,rarely/never
471581,High school or less,White,Female,$75-125k,rarely/never
471583,College,Hispanic,Male,Less than $40k,rarely/never
481692,High school or less,White,Female,$40-75k,sporadic
471584,Some college,White,Male,$40-75k,sporadic
471590,Some college,White,Male,$75-125k,always
471591,Some college,Hispanic,Male,$40-75k,sporadic
471592,Some college,White,Female,Less than $40k,always
471594,College,Other/Mixed,Female,$125k or more,sporadic
471595,Some college,White,Male,$75-125k,sporadic
471596,College,White,Female,$125k or more,always
471597,College,White,Female,$75-125k,always
471598,College,White,Male,$75-125k,sporadic
471600,Some college,Black,Female,$40-75k,rarely/never
471601,College,White,Male,$125k or more,sporadic
471602,College,White,Male,$125k or more,rarely/never
471603,Some college,White,Female,$125k or more,sporadic
471604,College,White,Female,$125k or more,sporadic
471605,College,White,Male,$125k or more,rarely/never
471606,College,Other/Mixed,Female,$40-75k,sporadic
471608,College,Black,Male,$75-125k,always
471612,High school or less,White,Male,Less than $40k,rarely/never
471613,College,White,Male,$75-125k,always
471614,Some college,Black,Male,$40-75k,rarely/never
471615,Some college,Hispanic,Male,$75-125k,rarely/never
471616,High school or less,Other/Mixed,Female,$125k or more,rarely/never
471618,High school or less,White,Female,$40-75k,rarely/never
471619,College,Hispanic,Male,$75-125k,sporadic
471620,High school or less,White,Male,Less than $40k,always
471621,High school or less,White,Female,Less than $40k,rarely/never
471623,Some college,White,Male,Less than $40k,always
471624,Some college,White,Male,$40-75k,sporadic
471625,High school or less,White,Female,Less than $40k,always
471626,Some college,Hispanic,Female,$75-125k,sporadic
471629,Some college,White,Female,$40-75k,sporadic
471630,College,Hispanic,Female,$75-125k,rarely/never
471631,College,White,Male,$125k or more,sporadic
471633,High school or less,White,Female,$40-75k,always
471634,High school or less,Black,Female,$125k or more,sporadic
471635,College,White,Female,$75-125k,sporadic
471639,College,White,Female,$75-125k,always
471640,College,Other/Mixed,Male,$75-125k,always
471642,College,White,Male,$125k or more,sporadic
471643,High school or less,Hispanic,Female,$40-75k,sporadic
471644,College,White,Female,$75-125k,always
481756,College,White,Male,$75-125k,sporadic
471646,High school or less,White,Male,$40-75k,sporadic
481758,College,White,Male,$75-125k,sporadic
471647,High school or less,White,Female,Less than $40k,always
471648,High school or less,White,Female,$75-125k,sporadic
471649,College,White,Female,$75-125k,always
471650,High school or less,White,Female,Less than $40k,sporadic
471651,College,White,Male,$75-125k,always
471653,High school or less,White,Female,$125k or more,sporadic
471654,Some college,White,Female,Less than $40k,rarely/never
471655,Some college,Black,Female,Less than $40k,sporadic
471656,High school or less,Black,Female,$75-125k,always
471658,College,White,Male,$125k or more,sporadic
471660,College,White,Female,$125k or more,always
471661,High school or less,Black,Male,$40-75k,rarely/never
471662,High school or less,White,Male,Less than $40k,rarely/never
471664,College,Other/Mixed,Female,$75-125k,sporadic
471665,College,White,Female,$125k or more,sporadic
471666,High school or less,White,Female,$75-125k,always
471667,Some college,White,Male,Less than $40k,sporadic
471668,Some college,White,Male,$125k or more,always
471670,Some college,White,Female,Less than $40k,sporadic
471671,Some college,White,Male,Less than $40k,sporadic
471672,College,Black,Female,$75-125k,sporadic
471673,College,White,Female,$75-125k,always
471674,Some college,White,Male,$40-75k,always
471675,College,White,Male,$75-125k,sporadic
471676,College,White,Male,Less than $40k,rarely/never
471680,Some college,Other/Mixed,Male,$75-125k,sporadic
471681,High school or less,White,Male,Less than $40k,sporadic
471682,High school or less,White,Male,Less than $40k,rarely/never
471683,High school or less,Hispanic,Female,$40-75k,sporadic
471684,College,Black,Male,$75-125k,always
471685,High school or less,Black,Female,Less than $40k,always
471686,College,White,Female,Less than $40k,always
471687,College,White,Male,$125k or more,always
471691,Some college,Other/Mixed,Female,$125k or more,sporadic
471692,College,Black,Female,$75-125k,sporadic
471693,College,White,Female,$75-125k,always
471694,College,White,Male,$125k or more,always
471695,High school or less,White,Female,Less than $40k,rarely/never
481809,Some college,White,Female,$40-75k,always
471696,College,White,Female,$125k or more,rarely/never
471697,Some college,White,Male,$125k or more,always
471698,College,Hispanic,Female,$125k or more,sporadic
471699,Some college,Hispanic,Male,$125k or more,rarely/never
471700,College,White,Male,$75-125k,sporadic
471701,College,White,Male,$40-75k,sporadic
471703,College,Other/Mixed,Male,$125k or more,sporadic
471705,College,White,Female,$75-125k,sporadic
471706,High school or less,White,Female,$40-75k,sporadic
471707,College,White,Female,$75-125k,sporadic
471708,High school or less,Black,Female,$40-75k,sporadic
471709,High school or less,White,Female,$125k or more,always
471710,College,White,Male,$40-75k,sporadic
471711,Some college,White,Female,$75-125k,sporadic
471713,High school or less,White,Female,$40-75k,sporadic
471716,College,White,Female,$125k or more,rarely/never
471718,High school or less,White,Female,$75-125k,sporadic
471719,College,White,Male,$125k or more,sporadic
471721,College,White,Female,$75-125k,always
471723,High school or less,Black,Male,$75-125k,always
471724,College,White,Male,$40-75k,sporadic
471725,Some college,White,Male,$75-125k,sporadic
471727,High school or less,White,Female,$75-125k,rarely/never
471728,High school or less,White,Male,Less than $40k,rarely/never
471729,High school or less,White,Female,Less than $40k,rarely/never
481846,Some college,Hispanic,Male,$125k or more,rarely/never
471731,College,Black,Female,$40-75k,sporadic
471735,Some college,White,Male,$75-125k,rarely/never
471736,Some college,White,Female,$75-125k,always
471737,High school or less,Hispanic,Male,Less than $40k,sporadic
471738,Some college,White,Male,$75-125k,rarely/never
471739,Some college,White,Male,$75-125k,rarely/never
471740,High school or less,Hispanic,Male,$75-125k,sporadic
471741,High school or less,White,Female,$125k or more,sporadic
481859,Some college,White,Male,$75-125k,always
471742,College,White,Female,$125k or more,sporadic
471743,College,White,Male,$75-125k,rarely/never
471744,College,Hispanic,Male,$125k or more,always
471745,College,White,Female,$125k or more,always
471746,College,White,Male,$75-125k,sporadic
471747,Some college,Hispanic,Female,Less than $40k,sporadic
481866,Some college,Hispanic,Female,$40-75k,always
471748,Some college,White,Female,$75-125k,sporadic
481868,Some college,Hispanic,Male,$75-125k,sporadic
471750,Some college,Other/Mixed,Male,$75-125k,rarely/never
471751,Some college,White,Male,$75-125k,sporadic
471752,High school or less,White,Male,$75-125k,always
471754,College,White,Female,$75-125k,always
471755,High school or less,White,Male,$40-75k,always
471757,College,White,Male,$40-75k,sporadic
471758,High school or less,White,Male,Less than $40k,rarely/never
471759,High school or less,White,Female,$75-125k,sporadic
471760,High school or less,White,Female,$75-125k,always
471761,College,Black,Female,$75-125k,always
471762,Some college,Other/Mixed,Male,Less than $40k,always
471763,High school or less,White,Male,$75-125k,always
471764,College,White,Female,$40-75k,always
471766,High school or less,White,Female,Less than $40k,sporadic
471768,Some college,White,Male,$125k or more,sporadic
471769,College,Other/Mixed,Female,$75-125k,sporadic
471770,College,White,Male,$125k or more,rarely/never
471772,College,Hispanic,Male,$75-125k,rarely/never
471773,Some college,Other/Mixed,Female,Less than $40k,rarely/never
471774,Some college,White,Female,Less than $40k,always
481895,High school or less,White,Female,$40-75k,always
471775,College,White,Male,$75-125k,sporadic
471781,High school or less,Black,Male,Less than $40k,sporadic
471782,High school or less,White,Female,Less than $40k,rarely/never
471783,College,Other/Mixed,Female,$125k or more,sporadic
471784,Some college,Black,Female,$40-75k,sporadic
471786,High school or less,Black,Female,$75-125k,always
471788,College,Hispanic,Male,$75-125k,sporadic
471789,Some college,White,Male,$125k or more,always
471791,High school or less,White,Male,Less than $40k,rarely/never
471792,Some college,Black,Male,$40-75k,always
471794,Some college,White,Male,$125k or more,sporadic
471795,College,White,Male,$75-125k,always
471796,College,White,Female,$75-125k,sporadic
471797,High school or less,White,Female,$75-125k,sporadic
471798,High school or less,Hispanic,Female,$75-125k,sporadic
471799,High school or less,White,Male,$75-125k,sporadic
471801,Some college,White,Female,$125k or more,sporadic
471802,High school or less,White,Male,$75-125k,sporadic
471803,Some college,Hispanic,Male,Less than $40k,rarely/never
471806,College,White,Male,$40-75k,always
471807,College,Black,Female,Less than $40k,sporadic
471808,College,White,Male,$75-125k,sporadic
471809,High school or less,Other/Mixed,Male,Less than $40k,rarely/never
471810,College,White,Male,$125k or more,sporadic
471811,High school or less,White,Male,$75-125k,always
481934,High school or less,Black,Female,Less than $40k,rarely/never
471812,High school or less,White,Male,Less than $40k,rarely/never
471813,Some college,Black,Female,Less than $40k,sporadic
471814,College,Black,Female,$40-75k,rarely/never
471816,High school or less,White,Male,$75-125k,sporadic
471819,Some college,White,Male,$75-125k,sporadic
481943,High school or less,White,Male,Less than $40k,always
471821,High school or less,White,Male,Less than $40k,rarely/never
471822,College,White,Male,$40-75k,sporadic
471824,College,White,Female,Less than $40k,sporadic
471825,High school or less,White,Female,Less than $40k,rarely/never
481950,College,Other/Mixed,Male,$40-75k,rarely/never
481951,College,Black,Male,$40-75k,always
471826,College,White,Male,$125k or more,sporadic
471827,College,White,Female,$125k or more,always
471828,College,Black,Female,$40-75k,always
471829,High school or less,White,Female,Less than $40k,rarely/never
471830,High school or less,Hispanic,Male,$75-125k,sporadic
471831,High school or less,White,Male,$40-75k,always
471832,College,White,Female,$125k or more,always
471835,College,White,Male,$125k or more,sporadic
471836,College,White,Male,$75-125k,sporadic
471838,College,White,Male,$125k or more,always
471839,College,White,Female,$125k or more,sporadic
471844,High school or less,Hispanic,Female,$40-75k,sporadic
471845,High school or less,Black,Female,Less than $40k,rarely/never
471847,Some college,Black,Male,$75-125k,always
471848,High school or less,Other/Mixed,Female,$40-75k,sporadic
481975,Some college,White,Female,Less than $40k,rarely/never
471850,College,Black,Male,$40-75k,sporadic
471851,Some college,Black,Male,$40-75k,always
471852,High school or less,Black,Female,Less than $40k,always
471855,High school or less,Black,Male,Less than $40k,rarely/never
471856,Some college,Hispanic,Male,$75-125k,sporadic
481984,High school or less,Hispanic,Female,$75-125k,sporadic
471858,College,Other/Mixed,Male,$40-75k,rarely/never
471859,High school or less,White,Female,$40-75k,always
471862,High school or less,White,Female,Less than $40k,sporadic
471864,College,Black,Female,$40-75k,sporadic
471867,College,White,Female,$125k or more,sporadic
471868,Some college,Hispanic,Female,Less than $40k,rarely/never
471869,College,White,Female,$125k or more,always
471870,College,White,Male,$40-75k,sporadic
471871,College,White,Male,$125k or more,always
471872,Some college,Black,Female,$40-75k,sporadic
471875,College,White,Female,$75-125k,sporadic
471877,High school or less,White,Female,Less than $40k,sporadic
471878,High school or less,Hispanic,Female,Less than $40k,sporadic
471879,College,Other/Mixed,Male,$40-75k,sporadic
471881,College,White,Female,$75-125k,rarely/never
471882,High school or less,White,Male,$125k or more,sporadic
471883,College,White,Male,$125k or more,always
471884,College,White,Female,$125k or more,rarely/never
471885,High school or less,White,Female,$40-75k,rarely/never
471886,College,Black,Female,$75-125k,always
471887,Some college,White,Female,$40-75k,sporadic
471888,Some college,White,Female,$75-125k,sporadic
471889,College,Hispanic,Male,$40-75k,sporadic
471893,High school or less,White,Male,Less than $40k,sporadic
471895,High school or less,Black,Male,Less than $40k,always
471896,High school or less,White,Male,$40-75k,rarely/never
471897,High school or less,White,Female,$40-75k,always
471898,College,White,Female,$125k or more,sporadic
471900,High school or less,White,Male,$125k or more,sporadic
482034,College,Hispanic,Male,$125k or more,sporadic
471901,High school or less,White,Female,$75-125k,always
471902,High school or less,White,Female,$40-75k,always
482038,College,Black,Male,$75-125k,sporadic
471904,College,Black,Female,$75-125k,always
471906,High school or less,White,Female,Less than $40k,always
471910,College,White,Female,$40-75k,sporadic
471912,College,White,Female,$75-125k,always
471914,Some college,White,Female,$40-75k,sporadic
471915,High school or less,White,Male,$40-75k,rarely/never
471916,Some college,White,Female,$40-75k,always
482053,Some college,Black,Female,Less than $40k,always
482054,Some college,White,Female,$75-125k,always
471917,Some college,White,Male,$40-75k,always
471918,High school or less,White,Female,$40-75k,rarely/never
471919,College,Black,Female,$75-125k,always
471920,High school or less,Black,Male,$40-75k,rarely/never
471922,College,White,Female,$75-125k,sporadic
471923,Some college,White,Male,$40-75k,always
471926,High school or less,White,Male,$75-125k,sporadic
482067,High school or less,Black,Female,$40-75k,always
471928,College,White,Male,$125k or more,rarely/never
471929,Some college,Hispanic,Male,$75-125k,always
471930,High school or less,White,Female,$40-75k,sporadic
471931,College,White,Female,$40-75k,always
471932,College,White,Female,$40-75k,sporadic
471933,High school or less,Hispanic,Male,Less than $40k,rarely/never
471934,Some college,White,Female,$75-125k,always
471935,High school or less,Other/Mixed,Female,$75-125k,sporadic
471936,Some college,White,Male,$40-75k,rarely/never
471937,High school or less,White,Male,$40-75k,always
471938,High school or less,White,Male,$40-75k,always
471939,Some college,White,Female,$75-125k,sporadic
471941,High school or less,White,Female,$40-75k,always
471944,Some college,White,Male,Less than $40k,sporadic
471945,Some college,Black,Male,$125k or more,sporadic
471947,High school or less,White,Male,$75-125k,rarely/never
471948,High school or less,White,Male,Less than $40k,sporadic
471949,Some college,Black,Female,$40-75k,sporadic
471950,College,Black,Female,Less than $40k,sporadic
471953,Some college,Hispanic,Male,$40-75k,rarely/never
471954,High school or less,Hispanic,Female,$40-75k,rarely/never
471955,College,White,Female,$75-125k,always
471957,High school or less,White,Female,Less than $40k,sporadic
471958,College,Other/Mixed,Female,$125k or more,always
471959,College,Other/Mixed,Female,Less than $40k,sporadic
471960,High school or less,White,Female,Less than $40k,rarely/never
471961,College,White,Male,$125k or more,rarely/never
471962,Some college,White,Male,$40-75k,sporadic
471963,College,Black,Male,$40-75k,sporadic
471964,Some college,White,Male,$75-125k,rarely/never
471965,High school or less,Black,Female,Less than $40k,sporadic
471966,College,White,Female,$75-125k,sporadic
471967,College,White,Male,$75-125k,sporadic
471968,Some college,White,Male,Less than $40k,rarely/never
471969,Some college,White,Male,$125k or more,sporadic
471970,Some college,Black,Male,Less than $40k,rarely/never
482113,Some college,White,Female,$75-125k,rarely/never
471972,College,White,Female,$75-125k,sporadic
471973,High school or less,Hispanic,Male,$40-75k,sporadic
471975,High school or less,Black,Female,$75-125k,sporadic
471976,College,White,Female,$40-75k,always
471977,College,White,Male,$75-125k,sporadic
471978,High school or less,White,Female,$75-125k,rarely/never
471982,Some college,White,Male,$75-125k,sporadic
471983,College,Other/Mixed,Male,$125k or more,rarely/never
471986,Some college,Black,Male,$40-75k,sporadic
471987,High school or less,White,Female,Less than $40k,rarely/never
471989,College,Black,Female,$75-125k,always
471990,Some college,White,Male,$40-75k,sporadic
471994,High school or less,White,Male,Less than $40k,sporadic
471996,High school or less,White,Male,$40-75k,sporadic
471997,Some college,White,Male,$75-125k,sporadic
471999,Some college,White,Female,Less than $40k,always
472000,College,Black,Female,$75-125k,always
472002,Some college,White,Male,$75-125k,always
472003,Some college,Black,Male,$40-75k,sporadic
472004,High school or less,White,Female,Less than $40k,always
472008,College,Black,Male,$40-75k,always
472009,Some college,White,Male,$125k or more,always
472010,College,White,Female,Less than $40k,sporadic
482153,Some college,Other/Mixed,Female,$125k or more,sporadic
472011,Some college,White,Female,$75-125k,rarely/never
472012,College,Hispanic,Male,$75-125k,sporadic
472013,High school or less,White,Female,$75-125k,rarely/never
472014,College,White,Male,$125k or more,always
472015,College,White,Female,$125k or more,sporadic
472016,Some college,Hispanic,Female,$125k or more,sporadic
472017,High school or less,Black,Male,Less than $40k,sporadic
482161,Some college,Black,Male,Less than $40k,sporadic
482162,College,White,Male,$125k or more,sporadic
472018,High school or less,White,Male,$125k or more,always
472019,High school or less,White,Male,Less than $40k,sporadic
472020,College,White,Female,$75-125k,rarely/never
472021,Some college,White,Male,$125k or more,always
472022,High school or less,Hispanic,Female,$40-75k,rarely/never
482169,High school or less,Black,Female,Less than $40k,rarely/never
472024,High school or less,White,Female,$75-125k,rarely/never
472029,College,White,Male,$75-125k,always
472030,College,White,Female,$75-125k,always
472031,High school or less,White,Female,Less than $40k,rarely/never
472032,College,Other/Mixed,Female,$125k or more,sporadic
472033,College,White,Male,$75-125k,sporadic
472034,High school or less,White,Female,Less than $40k,always
472036,High school or less,Hispanic,Female,Less than $40k,rarely/never
472037,College,White,Male,$125k or more,always
472039,College,Other/Mixed,Male,$125k or more,sporadic
472041,High school or less,White,Male,$40-75k,always
472042,College,Black,Male,$75-125k,sporadic
472043,Some college,White,Male,$75-125k,always
472044,High school or less,White,Male,$40-75k,rarely/never
472045,College,White,Female,$125k or more,always
472046,High school or less,White,Female,Less than $40k,sporadic
472047,Some college,Black,Male,$40-75k,always
472048,High school or less,White,Female,$40-75k,always
482196,High school or less,White,Female,$75-125k,sporadic
472050,High school or less,White,Female,$40-75k,sporadic
482198,College,Black,Male,$40-75k,always
472051,Some college,Black,Female,$125k or more,always
472053,High school or less,White,Male,Less than $40k,sporadic
472054,Some college,Hispanic,Male,Less than $40k,always
472055,Some college,White,Female,Less than $40k,always
472056,College,White,Female,$125k or more,always
472057,High school or less,Hispanic,Female,Less than $40k,always
472058,High school or less,White,Female,$75-125k,sporadic
472059,Some college,White,Male,Less than $40k,sporadic
472060,Some college,Other/Mixed,Male,Less than $40k,rarely/never
482210,Some college,White,Male,$40-75k,rarely/never
472062,High school or less,White,Male,Less than $40k,always
472063,High school or less,Black,Female,$75-125k,sporadic
472064,High school or less,Hispanic,Female,Less than $40k,sporadic
472065,High school or less,Hispanic,Male,Less than $40k,sporadic
472066,Some college,White,Male,$75-125k,always
472067,College,White,Female,$75-125k,sporadic
472068,High school or less,Black,Female,$40-75k,sporadic
472069,High school or less,White,Male,$75-125k,rarely/never
472070,High school or less,Black,Male,Less than $40k,rarely/never
472071,College,White,Male,$125k or more,sporadic
472072,High school or less,Hispanic,Female,$40-75k,rarely/never
472074,Some college,Hispanic,Male,Less than $40k,sporadic
472079,College,Black,Male,$75-125k,sporadic
472080,College,White,Male,$125k or more,sporadic
472082,College,White,Male,$125k or more,sporadic
472084,College,White,Male,$125k or more,always
472085,College,White,Male,$125k or more,sporadic
472086,College,Black,Female,$40-75k,always
472087,College,Black,Female,$40-75k,sporadic
472088,High school or less,White,Male,$75-125k,always
472089,Some college,Hispanic,Female,$75-125k,rarely/never
472093,High school or less,White,Female,$40-75k,sporadic
472094,High school or less,White,Female,$75-125k,always
472095,Some college,White,Male,Less than $40k,rarely/never
472096,College,White,Female,$75-125k,rarely/never
472097,College,Black,Male,$75-125k,always
472098,Some college,White,Male,$40-75k,always
472099,College,Hispanic,Male,$75-125k,sporadic
472100,College,Other/Mixed,Female,$75-125k,rarely/never
472102,College,Hispanic,Female,Less than $40k,rarely/never
472104,College,Other/Mixed,Female,$125k or more,always
472105,High school or less,White,Male,$40-75k,always
472106,High school or less,White,Male,$40-75k,always
472108,Some college,White,Male,$125k or more,rarely/never
472110,College,White,Female,$75-125k,rarely/never
472111,High school or less,White,Female,Less than $40k,sporadic
472113,High school or less,White,Male,$75-125k,rarely/never
482264,College,Black,Male,$125k or more,always
472115,High school or less,White,Female,Less than $40k,sporadic
472116,High school or less,Black,Female,Less than $40k,always
472117,Some college,White,Male,$40-75k,sporadic
472121,High school or less,Hispanic,Female,Less than $40k,sporadic
472124,High school or less,White,Male,Less than $40k,always
472127,High school or less,White,Female,$40-75k,sporadic
472128,College,White,Female,$125k or more,sporadic
472129,College,White,Female,Less than $40k,rarely/never
472130,High school or less,White,Female,$75-125k,sporadic
472131,Some college,Other/Mixed,Male,$75-125k,sporadic
482283,College,White,Female,$75-125k,always
472132,Some college,White,Female,$75-125k,sporadic
472134,High school or less,Hispanic,Male,$75-125k,always
472135,High school or less,Hispanic,Female,$40-75k,sporadic
472136,College,White,Female,$40-75k,always
472137,College,White,Female,$40-75k,sporadic
472138,High school or less,Other/Mixed,Female,$75-125k,rarely/never
472139,High school or less,White,Female,Less than $40k,always
472140,High school or less,White,Male,$125k or more,rarely/never
472144,High school or less,White,Female,$75-125k,always
472146,Some college,White,Female,$40-75k,sporadic
472147,Some college,White,Female,$75-125k,sporadic
472148,High school or less,White,Female,$75-125k,sporadic
472151,High school or less,White,Female,Less than $40k,rarely/never
472152,Some college,White,Female,$40-75k,always
482305,High school or less,Black,Male,$40-75k,sporadic
472154,High school or less,White,Female,$40-75k,always
472157,Some college,White,Female,$75-125k,sporadic
472159,College,White,Female,$75-125k,rarely/never
472160,Some college,Other/Mixed,Male,$125k or more,sporadic
472162,High school or less,White,Female,Less than $40k,rarely/never
472163,Some college,Black,Male,$75-125k,always
472164,College,Hispanic,Male,$75-125k,sporadic
472165,High school or less,White,Male,$75-125k,rarely/never
472166,High school or less,Hispanic,Male,$40-75k,sporadic
482321,High school or less,White,Female,Less than $40k,rarely/never
472167,College,White,Female,$75-125k,sporadic
472168,High school or less,Black,Female,$40-75k,sporadic
472169,College,White,Female,$40-75k,sporadic
482325,High school or less,White,Male,Less than $40k,rarely/never
472170,High school or less,White,Female,Less than $40k,sporadic
472171,Some college,Black,Male,$40-75k,sporadic
472173,Some college,Hispanic,Female,$75-125k,rarely/never
472174,College,Black,Male,$125k or more,sporadic
472175,Some college,Other/Mixed,Female,$125k or more,sporadic
472176,Some college,Hispanic,Female,$125k or more,sporadic
472179,College,White,Male,$125k or more,sporadic
472180,High school or less,White,Male,$75-125k,always
472183,High school or less,White,Male,$40-75k,sporadic
472184,High school or less,White,Male,$40-75k,sporadic
472185,College,White,Male,$125k or more,sporadic
472187,Some college,White,Male,$75-125k,sporadic
472188,College,White,Male,$125k or more,sporadic
472189,High school or less,White,Male,$125k or more,always
472192,Some college,Hispanic,Male,$40-75k,always
472193,College,Black,Male,$40-75k,sporadic
472195,Some college,White,Male,Less than $40k,sporadic
472196,College,Other/Mixed,Male,$40-75k,sporadic
472197,Some college,White,Male,Less than $40k,sporadic
472198,Some college,White,Male,$40-75k,rarely/never
472199,College,Hispanic,Female,$75-125k,always
472200,Some college,White,Female,$125k or more,sporadic
472201,High school or less,White,Female,$75-125k,rarely/never
472202,Some college,White,Female,Less than $40k,rarely/never
472203,Some college,Other/Mixed,Male,$40-75k,rarely/never
472204,High school or less,White,Female,$75-125k,rarely/never
472205,College,White,Male,$125k or more,sporadic
472207,College,White,Male,$125k or more,rarely/never
472209,Some college,Black,Male,$40-75k,sporadic
472210,High school or less,White,Male,$40-75k,sporadic
472212,Some college,White,Male,Less than $40k,rarely/never
472213,High school or less,White,Male,$75-125k,rarely/never
472214,Some college,White,Male,$75-125k,sporadic
472215,High school or less,White,Female,Less than $40k,always
472216,College,White,Male,$75-125k,always
472220,Some college,White,Female,$40-75k,sporadic
472221,High school or less,White,Female,$125k or more,always
472223,College,Other/Mixed,Male,Less than $40k,rarely/never
472224,College,Black,Female,$75-125k,always
472225,College,White,Female,$125k or more,always
472226,Some college,White,Female,$40-75k,sporadic
472228,Some college,White,Female,$75-125k,always
472230,High school or less,White,Male,$125k or more,always
472232,College,White,Male,$125k or more,always
472235,College,White,Female,$40-75k,sporadic
472236,High school or less,Hispanic,Female,$75-125k,sporadic
472239,College,White,Female,$125k or more,sporadic
472240,College,White,Male,$125k or more,rarely/never
472242,Some college,White,Female,$40-75k,rarely/never
472243,Some college,Black,Female,Less than $40k,sporadic
472244,College,White,Male,$75-125k,sporadic
472245,Some college,Black,Male,$40-75k,always
472247,College,White,Male,$125k or more,sporadic
472248,High school or less,Hispanic,Female,$40-75k,rarely/never
472249,College,Other/Mixed,Male,$75-125k,rarely/never
472250,Some college,White,Female,$125k or more,sporadic
472251,College,White,Female,$125k or more,always
472252,High school or less,White,Male,$40-75k,sporadic
472253,College,White,Male,$125k or more,sporadic
472254,High school or less,Other/Mixed,Female,$40-75k,sporadic
472255,High school or less,White,Male,$40-75k,rarely/never
472256,High school or less,Black,Male,Less than $40k,sporadic
472258,College,White,Male,$40-75k,sporadic
472260,High school or less,Hispanic,Male,$125k or more,rarely/never
472261,College,White,Female,$40-75k,always
472262,College,Other/Mixed,Female,$125k or more,sporadic
472263,College,White,Female,$125k or more,sporadic
472265,College,Other/Mixed,Male,$125k or more,sporadic
472266,High school or less,White,Female,Less than $40k,rarely/never
472267,College,White,Female,$75-125k,sporadic
472268,College,White,Male,$75-125k,sporadic
482431,High school or less,White,Female,$40-75k,always
482432,High school or less,White,Male,$40-75k,sporadic
472270,Some college,White,Male,$125k or more,sporadic
472271,High school or less,Black,Male,Less than $40k,sporadic
472274,High school or less,Hispanic,Female,$40-75k,rarely/never
472275,Some college,White,Female,$40-75k,rarely/never
472276,Some college,White,Female,$40-75k,always
472277,College,Hispanic,Female,$125k or more,always
472280,College,Black,Male,$125k or more,sporadic
472281,High school or less,White,Male,$75-125k,sporadic
472283,High school or less,Hispanic,Male,$125k or more,sporadic
472284,College,White,Female,$75-125k,sporadic
472287,Some college,White,Female,$75-125k,sporadic
472288,College,White,Female,$125k or more,sporadic
472289,High school or less,White,Male,Less than $40k,sporadic
472290,High school or less,Hispanic,Male,$40-75k,rarely/never
472292,High school or less,White,Male,$75-125k,rarely/never
